08:14:30:074 ?   
08:14:30:823 ?   

13.05.2019 08:14:30:825 ToPeron_1>> 402102025355010005054b4f50554b01000568fa *** 08:14:31:572 FromPeron_1<< 402102fa  
13.05.2019 09:18:06:079 ToPeron_1>> 4020fa *** 09:18:06:824 FromPeron_1<< 40700070fa  

13.05.2019 09:18:06:829 ToPeron_2>> 4120fa *** 09:18:07:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:07:579 ToPeron_1>> 4020fa *** 09:18:08:323 FromPeron_1<< 40700070fa  

13.05.2019 09:18:08:329 ToPeron_2>> 4120fa *** 09:18:09:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:09:079 ToPeron_1>> 4020fa *** 09:18:09:824 FromPeron_1<< 40700070fa  

13.05.2019 09:18:09:829 ToPeron_2>> 4120fa *** 09:18:10:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:10:578 ToPeron_1>> 4020fa *** 09:18:11:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:11:329 ToPeron_2>> 4120fa *** 09:18:12:074 FromPeron_2<< 41700070fa  

13.05.2019 09:18:12:079 ToPeron_1>> 4020fa *** 09:18:12:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:12:829 ToPeron_2>> 4120fa *** 09:18:13:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:13:579 ToPeron_1>> 4020fa *** 09:18:14:323 FromPeron_1<< 40700070fa  

13.05.2019 09:18:14:329 ToPeron_2>> 4120fa *** 09:18:15:074 FromPeron_2<< 41700070fa  

13.05.2019 09:18:15:079 ToPeron_1>> 4020fa *** 09:18:15:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:15:829 ToPeron_2>> 4120fa *** 09:18:16:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:16:579 ToPeron_1>> 4020fa *** 09:18:17:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:17:329 ToPeron_2>> 4120fa *** 09:18:18:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:18:079 ToPeron_1>> 4020fa *** 09:18:18:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:18:830 ToPeron_2>> 4120fa *** 09:18:19:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:19:579 ToPeron_1>> 4020fa *** 09:18:20:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:20:329 ToPeron_2>> 4120fa *** 09:18:21:074 FromPeron_2<< 41700070fa  

13.05.2019 09:18:21:079 ToPeron_1>> 4020fa *** 09:18:21:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:21:829 ToPeron_2>> 4120fa *** 09:18:22:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:22:578 ToPeron_1>> 4020fa *** 09:18:23:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:23:329 ToPeron_2>> 4120fa *** 09:18:24:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:24:081 ToPeron_1>> 4020fa *** 09:18:24:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:24:829 ToPeron_2>> 4120fa *** 09:18:25:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:25:578 ToPeron_1>> 4020fa *** 09:18:26:323 FromPeron_1<< 40700070fa  

13.05.2019 09:18:26:329 ToPeron_2>> 4120fa *** 09:18:27:074 FromPeron_2<< 41700070fa  

13.05.2019 09:18:27:079 ToPeron_1>> 4020fa *** 09:18:27:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:27:829 ToPeron_2>> 4120fa *** 09:18:28:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:28:579 ToPeron_1>> 4020fa *** 09:18:29:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:29:331 ToPeron_2>> 4120fa *** 09:18:30:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:30:079 ToPeron_1>> 4020fa *** 09:18:30:824 FromPeron_1<< 40700070fa  

13.05.2019 09:18:30:829 ToPeron_2>> 4120fa *** 09:18:31:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:31:579 ToPeron_1>> 4020fa *** 09:18:32:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:32:329 ToPeron_2>> 4120fa *** 09:18:33:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:33:079 ToPeron_1>> 4020fa *** 09:18:33:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:33:829 ToPeron_2>> 4120fa *** 09:18:34:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:34:582 ToPeron_1>> 4020fa *** 09:18:35:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:35:329 ToPeron_2>> 4120fa *** 09:18:36:074 FromPeron_2<< 41700070fa  

13.05.2019 09:18:36:079 ToPeron_1>> 4020fa *** 09:18:36:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:36:829 ToPeron_2>> 4120fa *** 09:18:37:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:37:579 ToPeron_1>> 4020fa *** 09:18:38:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:38:329 ToPeron_2>> 4120fa *** 09:18:39:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:39:079 ToPeron_1>> 4020fa *** 09:18:39:824 FromPeron_1<< 40700070fa  

13.05.2019 09:18:39:831 ToPeron_2>> 4120fa *** 09:18:40:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:40:579 ToPeron_1>> 4020fa *** 09:18:41:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:41:329 ToPeron_2>> 4120fa *** 09:18:42:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:42:079 ToPeron_1>> 4020fa *** 09:18:42:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:42:829 ToPeron_2>> 4120fa *** 09:18:43:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:43:579 ToPeron_1>> 4020fa *** 09:18:44:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:44:329 ToPeron_2>> 4120fa *** 09:18:45:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:45:079 ToPeron_1>> 4020fa *** 09:18:45:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:45:828 ToPeron_2>> 4120fa *** 09:18:46:573 FromPeron_2<< 41700070fa  

13.05.2019 09:18:46:578 ToPeron_1>> 4020fa *** 09:18:47:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:47:329 ToPeron_2>> 4120fa *** 09:18:48:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:48:079 ToPeron_1>> 4020fa *** 09:18:48:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:48:829 ToPeron_2>> 4120fa *** 09:18:49:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:49:579 ToPeron_1>> 4020fa *** 09:18:50:323 FromPeron_1<< 40700070fa  

13.05.2019 09:18:50:329 ToPeron_2>> 4120fa *** 09:18:51:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:51:079 ToPeron_1>> 4020fa *** 09:18:51:823 FromPeron_1<< 40700070fa  

13.05.2019 09:18:51:828 ToPeron_2>> 4120fa *** 09:18:52:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:52:579 ToPeron_1>> 4020fa *** 09:18:53:323 FromPeron_1<< 40700070fa  

13.05.2019 09:18:53:328 ToPeron_2>> 4120fa *** 09:18:54:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:54:079 ToPeron_1>> 4020fa *** 09:18:54:824 FromPeron_1<< 40700070fa  

13.05.2019 09:18:54:829 ToPeron_2>> 4120fa *** 09:18:55:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:55:579 ToPeron_1>> 4020fa *** 09:18:56:324 FromPeron_1<< 40700070fa  

13.05.2019 09:18:56:329 ToPeron_2>> 4120fa *** 09:18:57:073 FromPeron_2<< 41700070fa  

13.05.2019 09:18:57:078 ToPeron_1>> 4020fa *** 09:18:57:824 FromPeron_1<< 40700070fa  

13.05.2019 09:18:57:829 ToPeron_2>> 4120fa *** 09:18:58:574 FromPeron_2<< 41700070fa  

13.05.2019 09:18:58:579 ToPeron_1>> 4020fa *** 09:18:59:323 FromPeron_1<< 40700070fa  

13.05.2019 09:18:59:329 ToPeron_2>> 4120fa *** 09:19:00:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:00:079 ToPeron_1>> 4020fa *** 09:19:00:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:00:831 ToPeron_2>> 4120fa *** 09:19:01:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:01:578 ToPeron_1>> 4020fa *** 09:19:02:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:02:329 ToPeron_2>> 4120fa *** 09:19:03:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:03:079 ToPeron_1>> 4020fa *** 09:19:03:823 FromPeron_1<< 40700070fa  

13.05.2019 09:19:03:829 ToPeron_2>> 4120fa *** 09:19:04:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:04:578 ToPeron_1>> 4020fa *** 09:19:05:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:05:329 ToPeron_2>> 4120fa *** 09:19:06:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:06:079 ToPeron_1>> 4020fa *** 09:19:06:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:06:829 ToPeron_2>> 4120fa *** 09:19:07:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:07:578 ToPeron_1>> 4020fa *** 09:19:08:323 FromPeron_1<< 40700070fa  

13.05.2019 09:19:08:329 ToPeron_2>> 4120fa *** 09:19:09:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:09:079 ToPeron_1>> 4020fa *** 09:19:09:823 FromPeron_1<< 40700070fa  

13.05.2019 09:19:09:832 ToPeron_2>> 4120fa *** 09:19:10:574 FromPeron_2<< 41700070fa  

13.05.2019 09:19:10:579 ToPeron_1>> 4020fa *** 09:19:11:323 FromPeron_1<< 40700070fa  

13.05.2019 09:19:11:329 ToPeron_2>> 4120fa *** 09:19:12:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:12:079 ToPeron_1>> 4020fa *** 09:19:12:823 FromPeron_1<< 40700070fa  

13.05.2019 09:19:12:829 ToPeron_2>> 4120fa *** 09:19:13:574 FromPeron_2<< 41700070fa  

13.05.2019 09:19:13:579 ToPeron_1>> 4020fa *** 09:19:14:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:14:329 ToPeron_2>> 4120fa *** 09:19:15:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:15:079 ToPeron_1>> 4020fa *** 09:19:15:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:15:829 ToPeron_2>> 4120fa *** 09:19:16:574 FromPeron_2<< 41700070fa  

13.05.2019 09:19:16:580 ToPeron_1>> 4020fa *** 09:19:17:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:17:329 ToPeron_2>> 4120fa *** 09:19:18:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:18:079 ToPeron_1>> 4020fa *** 09:19:18:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:18:829 ToPeron_2>> 4120fa *** 09:19:19:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:19:578 ToPeron_1>> 4020fa *** 09:19:20:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:20:329 ToPeron_2>> 4120fa *** 09:19:21:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:21:079 ToPeron_1>> 4020fa *** 09:19:21:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:21:829 ToPeron_2>> 4120fa *** 09:19:22:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:22:578 ToPeron_1>> 4020fa *** 09:19:23:323 FromPeron_1<< 40700070fa  

13.05.2019 09:19:23:328 ToPeron_2>> 4120fa *** 09:19:24:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:24:079 ToPeron_1>> 4020fa *** 09:19:24:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:24:829 ToPeron_2>> 4120fa *** 09:19:25:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:25:578 ToPeron_1>> 4020fa *** 09:19:26:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:26:329 ToPeron_2>> 4120fa *** 09:19:27:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:27:079 ToPeron_1>> 4020fa *** 09:19:27:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:27:829 ToPeron_2>> 4120fa *** 09:19:28:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:28:578 ToPeron_1>> 4020fa *** 09:19:29:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:29:329 ToPeron_2>> 4120fa *** 09:19:30:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:30:079 ToPeron_1>> 4020fa *** 09:19:30:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:30:829 ToPeron_2>> 4120fa *** 09:19:31:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:31:578 ToPeron_1>> 4020fa *** 09:19:32:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:32:331 ToPeron_2>> 4120fa *** 09:19:33:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:33:079 ToPeron_1>> 4020fa *** 09:19:33:823 FromPeron_1<< 40700070fa  

13.05.2019 09:19:33:829 ToPeron_2>> 4120fa *** 09:19:34:574 FromPeron_2<< 41700070fa  

13.05.2019 09:19:34:579 ToPeron_1>> 4020fa *** 09:19:35:323 FromPeron_1<< 40700070fa  

13.05.2019 09:19:35:329 ToPeron_2>> 4120fa *** 09:19:36:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:36:079 ToPeron_1>> 4020fa *** 09:19:36:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:36:829 ToPeron_2>> 4120fa *** 09:19:37:574 FromPeron_2<< 41700070fa  

13.05.2019 09:19:37:579 ToPeron_1>> 4020fa *** 09:19:38:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:38:329 ToPeron_2>> 4120fa *** 09:19:39:074 FromPeron_2<< 41700070fa  

13.05.2019 09:19:39:079 ToPeron_1>> 4020fa *** 09:19:39:823 FromPeron_1<< 40700070fa  

13.05.2019 09:19:39:829 ToPeron_2>> 4120fa *** 09:19:40:573 FromPeron_2<< 41700070fa  

13.05.2019 09:19:40:578 ToPeron_1>> 4020fa *** 09:19:41:324 FromPeron_1<< 40700070fa  

13.05.2019 09:19:41:329 ToPeron_2>> 4120fa *** 09:19:42:073 FromPeron_2<< 41700070fa  

13.05.2019 09:19:42:079 ToPeron_1>> 4020fa *** 09:19:42:823 FromPeron_1<< 40700070fa  

13.05.2019 09:19:42:829 ToPeron_2>> 4120fa *** 09:19:43:574 FromPeron_2<< 41700070fa  

13.05.2019 09:19:43:579 ToPeron_1>> 4020fa *** 09:19:44:323 FromPeron_1<< 40700070fa  

13.05.2019 09:19:44:329 ToPeron_2>> 4120fa *** 09:19:45:073 FromPeron_2<< 41700171fa  

13.05.2019 09:19:45:079 ToPeron_1>> 4020fa *** 09:19:45:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:45:829 ToPeron_2>> 4120fa *** 09:19:46:574 FromPeron_2<< 41700171fa  

13.05.2019 09:19:46:579 ToPeron_1>> 4020fa *** 09:19:47:323 FromPeron_1<< 40700070fa  

13.05.2019 09:19:47:329 ToPeron_2>> 4120fa *** 09:19:48:074 FromPeron_2<< 41700171fa  

13.05.2019 09:19:48:080 ToPeron_1>> 4020fa *** 09:19:48:824 FromPeron_1<< 40700070fa  

13.05.2019 09:19:48:829 ToPeron_2>> 4120fa *** 09:19:49:574 FromPeron_2<< 41700171fa  

13.05.2019 09:19:49:579 ToPeron_1>> 4020fa *** 09:19:50:323 FromPeron_1<< 40700171fa  

13.05.2019 09:19:50:328 ToPeron_2>> 4120fa *** 09:19:51:074 FromPeron_2<< 41700171fa  

13.05.2019 09:19:51:079 ToPeron_1>> 4020fa *** 09:19:51:823 FromPeron_1<< 40700171fa  

13.05.2019 09:19:51:829 ToPeron_2>> 4120fa *** 09:19:52:574 FromPeron_2<< 41700171fa  

13.05.2019 09:19:52:579 ToPeron_1>> 4020fa *** 09:19:53:324 FromPeron_1<< 40700171fa  

13.05.2019 09:19:53:332 ToPeron_2>> 4120fa *** 09:19:54:073 FromPeron_2<< 41700171fa  

13.05.2019 09:19:54:079 ToPeron_1>> 4020fa *** 09:19:54:824 FromPeron_1<< 40700171fa  

13.05.2019 09:19:54:829 ToPeron_2>> 4120fa *** 09:19:55:573 FromPeron_2<< 41700171fa  

13.05.2019 09:19:55:578 ToPeron_1>> 4020fa *** 09:19:56:323 FromPeron_1<< 40700171fa  

13.05.2019 09:19:56:329 ToPeron_2>> 4120fa *** 09:19:57:073 FromPeron_2<< 41700171fa  

13.05.2019 09:19:57:079 ToPeron_1>> 4020fa *** 09:19:57:824 FromPeron_1<< 40700171fa  

13.05.2019 09:19:57:829 ToPeron_2>> 4120fa *** 09:19:58:573 FromPeron_2<< 41700171fa  

13.05.2019 09:19:58:579 ToPeron_1>> 4020fa *** 09:19:59:323 FromPeron_1<< 40700171fa  

13.05.2019 09:19:59:329 ToPeron_2>> 4120fa *** 09:20:00:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:00:079 ToPeron_1>> 4020fa *** 09:20:00:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:00:828 ToPeron_2>> 4120fa *** 09:20:01:574 FromPeron_2<< 41700171fa  

13.05.2019 09:20:01:579 ToPeron_1>> 4020fa *** 09:20:02:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:02:329 ToPeron_2>> 4120fa *** 09:20:03:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:03:079 ToPeron_1>> 4020fa *** 09:20:03:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:03:829 ToPeron_2>> 4120fa *** 09:20:04:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:04:578 ToPeron_1>> 4020fa *** 09:20:05:324 FromPeron_1<< 40700171fa  

13.05.2019 09:20:05:329 ToPeron_2>> 4120fa *** 09:20:06:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:06:079 ToPeron_1>> 4020fa *** 09:20:06:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:06:829 ToPeron_2>> 4120fa *** 09:20:07:574 FromPeron_2<< 41700171fa  

13.05.2019 09:20:07:579 ToPeron_1>> 4020fa *** 09:20:08:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:08:328 ToPeron_2>> 4120fa *** 09:20:09:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:09:082 ToPeron_1>> 4020fa *** 09:20:09:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:09:829 ToPeron_2>> 4120fa *** 09:20:10:574 FromPeron_2<< 41700171fa  

13.05.2019 09:20:10:579 ToPeron_1>> 4020fa *** 09:20:11:324 FromPeron_1<< 40700171fa  

13.05.2019 09:20:11:329 ToPeron_2>> 4120fa *** 09:20:12:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:12:078 ToPeron_1>> 4020fa *** 09:20:12:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:12:829 ToPeron_2>> 4120fa *** 09:20:13:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:13:579 ToPeron_1>> 4020fa *** 09:20:14:324 FromPeron_1<< 4072000204001460fa  

13.05.2019 09:20:14:330 ToPeron_1>> 40c0fa *** 09:20:14:416 
ProductNo 2  
09:20:14:416 Price 4  
09:20:14:416 Time 20  
09:20:14:482 SendToService <soapenv:Envelope xmlns:ws="http://ws/" xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/">
 <soapenv:Header/>
 <soapenv:Body>
  <ws:GetWMSale>
   <MacAddress>7FuB1Mgcpl0MqRpbGaTxYw==
</MacAddress>
   <sale>f5cOYEfKSThY+tf8lCQye6sjX8vB50Cn/p3vp74hk5fQRbSmFGc77vc4NvRnuBqBTXi9p1rW
YWget2vIVsZj72qk3ZbQLz3ra3clawzUZveJhJLm4Azrq8puASJ3x4TjnmviOkvHjIn8cexZ
b6JsfSsOlylSHU7fYEL88AWaGaLAnW44QFxYcB/10v2O4odxrMeFcuxFpcH8ZZwT9S5qGRN5
XidQyh11saL7IGvZipJuDmKDlAVM5KGxHf/473/jwaBMi6gxuY7Qi9tYsMUTWF1DavrobsXH
CZgIZrbqEXjHyAHnxKuEFpzwlBad4npDGSDywSCxiE+rX4C0RC15BncPrOFXj32vfuSHrbDc
cyx0s+aokjNXwAuf0bsv8kBposWeoEmli+I1B5oPcbGxnQKCoHCLJpsLDk54cAvwrgTPluhi
X8QPHJHhPBZ+XMw/lLX3alJu8psfM8EulkEIeUDLdx+EExo/0KaTSvKEBcho8lO7mjhkU9qQ
uDfS4uWWGh0/3EEo1uf5nycTESKx9fZtZ9XEJqL13WQZDqtuVAeMFY8vH+3i9lwIIjYVFAJq
eJQzMTTh8LklvR1hOClCg1yeVgyDs/f+Ry80DpHYzqwPDijYK5SYxpOclzn5j6SZHa8jl/nh
rca6l7sbIpd96DBkj28dDPlc64HlpZ5U4fvEW+pNc2q5mPjQVdYUGby3cvIBK4KOflwUjCb1
Lj7b0xz2KnN1qiAJB7AUBCdHq4d0/pw4CGIWTlppgQywqC1r4IX8pXmetJutRIoGNzZNYfBy
MNgutev25MDsCjjmU88=
</sale>
  </ws:GetWMSale>
 </soapenv:Body>
</soapenv:Envelope>
  

13.05.2019 09:20:14:715 ToPeron_2>> 4120fa *** 09:20:15:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:15:079 ToPeron_1>> 4020fa *** 09:20:15:823 FromPeron_1<< 40700070fa  

13.05.2019 09:20:15:829 ToPeron_2>> 4120fa *** 09:20:16:574 FromPeron_2<< 41700171fa  

13.05.2019 09:20:16:579 ToPeron_1>> 4020fa *** 09:20:17:323 FromPeron_1<< 40700070fa  

13.05.2019 09:20:17:329 ToPeron_2>> 4120fa *** 09:20:18:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:18:079 ToPeron_1>> 4020fa *** 09:20:18:824 FromPeron_1<< 40700070fa  

13.05.2019 09:20:18:829 ToPeron_2>> 4120fa *** 09:20:19:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:19:579 ToPeron_1>> 4020fa *** 09:20:20:323 FromPeron_1<< 40700070fa  

13.05.2019 09:20:20:328 ToPeron_2>> 4120fa *** 09:20:21:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:21:079 ToPeron_1>> 4020fa *** 09:20:21:824 FromPeron_1<< 40700070fa  

13.05.2019 09:20:21:829 ToPeron_2>> 4120fa *** 09:20:22:572 FromPeron_2<< 41700171fa  

13.05.2019 09:20:22:578 ToPeron_1>> 4020fa *** 09:20:23:324 FromPeron_1<< 40700070fa  

13.05.2019 09:20:23:329 ToPeron_2>> 4120fa *** 09:20:24:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:24:079 ToPeron_1>> 4020fa *** 09:20:24:824 FromPeron_1<< 40700171fa  

13.05.2019 09:20:24:830 ToPeron_2>> 4120fa *** 09:20:25:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:25:578 ToPeron_1>> 4020fa *** 09:20:26:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:26:329 ToPeron_2>> 4120fa *** 09:20:27:073 FromPeron_2<< 41700171fa  

13.05.2019 09:20:27:078 ToPeron_1>> 4020fa *** 09:20:27:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:27:829 ToPeron_2>> 4120fa *** 09:20:28:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:28:578 ToPeron_1>> 4020fa *** 09:20:29:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:29:329 ToPeron_2>> 4120fa *** 09:20:30:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:30:082 ToPeron_1>> 4020fa *** 09:20:30:824 FromPeron_1<< 40700171fa  

13.05.2019 09:20:30:829 ToPeron_2>> 4120fa *** 09:20:31:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:31:578 ToPeron_1>> 4020fa *** 09:20:32:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:32:329 ToPeron_2>> 4120fa *** 09:20:33:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:33:079 ToPeron_1>> 4020fa *** 09:20:33:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:33:829 ToPeron_2>> 4120fa *** 09:20:34:574 FromPeron_2<< 41700171fa  

13.05.2019 09:20:34:579 ToPeron_1>> 4020fa *** 09:20:35:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:35:329 ToPeron_2>> 4120fa *** 09:20:36:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:36:079 ToPeron_1>> 4020fa *** 09:20:36:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:36:829 ToPeron_2>> 4120fa *** 09:20:37:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:37:579 ToPeron_1>> 4020fa *** 09:20:38:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:38:328 ToPeron_2>> 4120fa *** 09:20:39:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:39:079 ToPeron_1>> 4020fa *** 09:20:39:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:39:829 ToPeron_2>> 4120fa *** 09:20:40:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:40:581 ToPeron_1>> 4020fa *** 09:20:41:324 FromPeron_1<< 40700171fa  

13.05.2019 09:20:41:329 ToPeron_2>> 4120fa *** 09:20:42:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:42:079 ToPeron_1>> 4020fa *** 09:20:42:823 FromPeron_1<< 40700171fa  

13.05.2019 09:20:42:829 ToPeron_2>> 4120fa *** 09:20:43:574 FromPeron_2<< 41700171fa  

13.05.2019 09:20:43:579 ToPeron_1>> 4020fa *** 09:20:44:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:44:329 ToPeron_2>> 4120fa *** 09:20:45:074 FromPeron_2<< 41700171fa  

13.05.2019 09:20:45:079 ToPeron_1>> 4020fa *** 09:20:45:824 FromPeron_1<< 40700171fa  

13.05.2019 09:20:45:831 ToPeron_2>> 4120fa *** 09:20:46:573 FromPeron_2<< 41700171fa  

13.05.2019 09:20:46:578 ToPeron_1>> 4020fa *** 09:20:47:323 FromPeron_1<< 40700171fa  

13.05.2019 09:20:47:329 ToPeron_2>> 4120fa *** 09:20:48:073 FromPeron_2<< 4172000104003c4bfa  

13.05.2019 09:20:48:079 ToPeron_2>> 41c0fa *** 09:20:48:122 
ProductNo 1  
09:20:48:122 Price 4  
09:20:48:122 Time 60  
09:20:48:173 SendToService <soapenv:Envelope xmlns:ws="http://ws/" xmlns:soapenv="http://schemas.xmlsoap.org/soap/envelope/">
 <soapenv:Header/>
 <soapenv:Body>
  <ws:GetWMSale>
   <MacAddress>7FuB1Mgcpl0MqRpbGaTxYw==
</MacAddress>
   <sale>f5cOYEfKSThY+tf8lCQye6sjX8vB50Cn/p3vp74hk5fQRbSmFGc77vc4NvRnuBqBTXi9p1rW
